,text
651,"Judge grants Justice Department request to block parts of incoming Idaho abortion law @EmilyZantowNews 

https://t.co/PxWVVD0MXx"
652,But is it crushable? 🤔🍻 https://t.co/mnLF1t6EOd
653,"RT @ViennaBeef: Looks like the @TheWienerCircle gave out a few tips on the best way to eat a hot dog. 

They even let the boy who dropped h…"
654,"RT @Birria_Ocotlan: Pu’ ‘pa delante mi gente, con una birria pa’l hambre oiga https://t.co/rSpBqW0m39"
655,"RT @pearlschicago: Good night for a cool drink in Edgewater! 😋

Open today at 5pm. Located in Chicago’s Edgewater neighborhood. Pickup &amp; de…"
656,"RT @TheoryChicago: Dolly Parton once sang ""working nine to wine""...or something like that!🍷👀 Come enjoy 1/2 priced bottles of wine at Theor…"
657,RT @Beermiscuous: NEW BEER WEDNESDAY: We got a couple two tree classics along with tons of new oktoberfests! We got happy hour from 5:30-8!…
658,RT @prettyrickyroo: on. every. tv. #skytown https://t.co/OBkzS8TZNS
659,"New #beerjob: Brewer Technician @sierranevada in Chico, CA https://t.co/uUmYFE5tvl"
660,"RT @ACLU: BREAKING: We’re suing Arizona over a law that makes it a crime to record police officers if you’re within 8 feet of them.

We hav…"
661,RT @WestLoopTom: Enjoying @CruzBlancaChi Vienna Vamos at an undisclosed location. @chicagobars https://t.co/eg04aVrWRC
662,"Though damn, the real issue is the cost of college. This better just be step one in a comprehensive reevaluation of what’s what."
663,"“People who need help are getting help, that makes me so angry” is quite a worldview."
664,My childhood pizza parlor is a mid 90s vibe https://t.co/kMsyGY0AWm
665,Childhood?  I wish!! https://t.co/Gg9Z5cugTV
666,Look man if you’re going to tweet @w_h_thompson IP at least do them the courtesy of linking to the merch: https://t.co/zyzSWgZbnU https://t.co/9f8NYwhxAO
667,New #beerjob: Regional Sales Representative - Maryland New Trail Brewing Company https://t.co/OE3tEtWHG2
668,"RT @needhamchicago: Hesburgh Manhattan &amp; a Guinness in Undisclosed Location, @chicagobars @RohrsNotreDame  Cheers! https://t.co/SDtDLWwt2C"
669,The Uvalde school board reacted about as quickly as Pete Arredondo did that tragic day.  But at least they finally did. https://t.co/HjwD08wQns
670,"Uvalde fires school police chief in reckoning over school shooting @stephentpaulsen 

https://t.co/V2uNQqspZi"
671,"Another episode, another thumbnail featuring that beautiful son of a bitch, @DCheverere.

Subscribe to our new YouTube channel for all episodes: https://t.co/SnYpdGpsHK

Or, just watch today's episode here: https://t.co/eKrFFYBeCX https://t.co/sJzJRbPzvz"
672,You lucky folks who have rooftop access know that there's no wrong beer for up there. But what if there was one that was juuuust a bit more right than the other options? Freedom Lemonade is altitude tested for those perfect summer parties in the open air. https://t.co/LmSTIeCOOb
673,"Ethanol treatment shown to bring drought relief to crops 

https://t.co/efCRdPvDvZ"
674,"Ex-Mexico attorney general indicted in mass kidnapping case @copycopeland 

https://t.co/gfbHbbRjq1"
675,"Let's do this, Wednesday night. https://t.co/FZz46TMXqS"
676,RT @AldReilly: I’ve read all but one of these books and assumed most kids would be exposed to at least half of them.
677,Whether you believe in “broken windows” philosophy or not it’s just wasting time if local States Attorney won’t prosecute the low level stuff. Just being pragmatic here. https://t.co/4vHfxLdVJj
678,Oh look another troll who defines themselves by living Chicago adjacent! Don’t you have a local school board meeting to flip out over? 🤷‍♂️ https://t.co/IYJN6wS38i
679,"Name one city with a better skyline than #Chicago...

I'll wait... https://t.co/44jrkXDQrY"
680,Solid beer. Sale at the Jewels for $7.99 a six pack. - Drinking a West Coast Wizard by @miskatonicbeer @ Untappd at Home  — https://t.co/ietanpF4Iw
681,"They’re going to focus on catching fare thieves the Cook County States Attorney will absolutely refuse to prosecute? 

Look @CTA I’m really really trying to be supportive but you need to focus on violent crime against riders not low level (never gonna’ get prosecuted) BS.🤦‍♂️ https://t.co/c9IuUGhIXD"
682,"Jury awards $16 million to Vanessa Bryant for leaked crash site photos @hillelaron 

https://t.co/THRw6uVNrJ"
683,"California lawmakers sign off on controversial bill to expand support for school health centers @nhanson_reports 

https://t.co/XdHlLOUt2t"
684,"Newsom sends another $58 million to the college-to-career pipeline @smolestwriter 

https://t.co/vgqqPvRpF2"
685,"Oh FFS, who has kids that will be selling these? Sign me up for this! https://t.co/jWY0IT7sY0"
686,"New #beerjob: Plant Technician 1 Fermentation startup in West Sacramento, CA https://t.co/yZmcadJ45L"
687,Timeline cleanse https://t.co/6BeUf1gfzC
688,It's a beautiful evening to be on a boat with beer. https://t.co/abqov7Z7Sp
689,"RT @BeervanaPod: Whew! I thought for a minute this was about us. In fairness, we are promoters of brown ale. 

https://t.co/9KbVlhF2uW"
690,RT @dabearsblog: I have been in bars pretty much every other day for the last 20 years and have never seen a person mock another person for…
691,RT @beergirl_eth: Look what we found @happydad @BoredApeYC https://t.co/y1Xd2m1buN
692,"RT @barrybutler9: 10 years ago today, a spectacular sunrise to start the day.  #chicago #sunrise https://t.co/RNimcVOBoB"
693,"New #beerjob: Regional Sales Manager, Los Angeles, CA  @AleSmithBrewing in Los Angeles, CA https://t.co/LTeDR0TPwv"
694,Good time talking with Adam &amp; Steve over at @HopNationUSA That episode will come out next week. Check their show out every week!
695,"This 40-yard dash by a 48-year-old T.O. is impressive, no doubt.

But can we please show some respect for the videographer🤯 https://t.co/QMrpGxfOF7"
696,"Qurate Retail Group Appoints Interim CFO, Creates Chief Transformation Officer Role
https://t.co/xahzSJ1alJ"
697,Your midweek moment of zen. 🧘 https://t.co/X1YoiEX6lW
698,"“What do I need to do to get a meeting with you?”

“You need to mail me a letter with five suggested meeting dates and a SASE inside and I’ll circle one date on the letter and send it back to you.”

(Not actually the process but it it the dream)"
699,"For me, really great beers cause you to pause and take note. And they're hard to come by to be sure. But truly world class beers are incredibly rare. They stop you dead, demand your full attention, and elicit total and immediate appreciation. I'm sure that clarifies things. 🤣 https://t.co/cOwBk68yfT"
700,RT @LarryWoods: Wednesday martini at an #undisclosedlocation @chicagobars https://t.co/InWRQ7ku6o
701,Share your expertise with the craft brewing community! Submit 2023 #CraftBrewersCon seminar proposals by Sept. 30. Learn more: https://t.co/fBCIGjYwiZ
702,RT @SodaPopTaylor: @guhlo @AskAttest 🫡 https://t.co/U20SiUGC0d
703,"RT @CookCntyCourt: Office of the Chief Judge’s YouTube accounts to be restored
https://t.co/1XikkKlXuB"
704,"We're having a Summer Shandy day over here, how about y'all?

📸: jimmysislandgrill on IG https://t.co/v9URGLJ9gE"
705,"RT @wildleap: Our favorite dynamic duo. ❤️💛

#wildleap #staywild #chance #localgold #ipa #blondeale #beerlovers #gabrewery #beersofig #beer…"
706,Hollywood insiders will get to see the Batgirl movie in what they’re calling “funeral screenings” before it’s locked in a vault forever https://t.co/M26bdFwdw2
707,"“…but it’s OK to be #TeamMustard”?

This is the kind of backhanded insult that can only be settled as a question of honor at dawn outside Wally’s on I-55.  #CondimentBottlesAtDawm https://t.co/IYlIzjLCQp"
708,RT @JimmDispensa: Chicago Public Schools has a facility capacity surplus equivalent to three Sears Towers
709,Learn more about #CraftMaltWeek 2022 in Episode 639 of @beer_sessions ! https://t.co/Uqho9mgmcz
710,RT @_gregorycook_: ⁦@chicagobars⁩ undisclosed location having a pre-performance beer… https://t.co/okQZSH1USc
711,RT @SSKedreporter: This is just terrible and scary: 4 people wounded in drive-by shooting across from Schurz High School on Northwest Side…
712,RT @amyguth: What I’ll call “brand arrogance” is when I buy an item and maker of item thinks that means I want to get an email from them ev…
713,RT @LOLGOP: The guys who think it’s the government’s job to make you have your rapist’s baby think a little education debt relief is a tyra…
714,RT @hardestrides: https://t.co/5H0gFQrIEP
715,RT @90sWillysWonder: @chicagobars @RLopez15thWard I doubt any buildings look like this in whatever soulless suburb he comes from https://t.…
716,"RT @RonMagill: Of the countless images I have captured in my life, none is more iconic than this one. I can't believe it has been 30 years…"
717,"It’s always summer with Big Zesty in hand! 👋🐨

Stock up on Big Zesty today! 
Visit our product finder today at https://t.co/JbRb28lHlG before the summer floats away.

PS - Our Big Zesty fanny pack and Big Zesty Guava floats are perfect compliments to extend the summer feels. https://t.co/JNEEukIMOx"
718,Imagine the genius required to jump a lethally electrified @CTA third rail on the #SafeCleanCTA red line just to tag the far wall. https://t.co/NZWORYSB9k
719,"Slurpees, T-Shirts and Car Accessories: 7-Eleven Launches Merchandise Site
https://t.co/Btn9DYYggK"
720,You want to take this one @RLopez15thWard? We got a racist old white guy on line 1. https://t.co/4jykMBDiT0
721,"And, yes, I know the plural of Hero is Heroes. I was referring to the genus if South American fish ."
722,"Northern California ranchers defy state orders to cut water usage @alannamaddenpdx 
https://t.co/MQsITapyK6"
723,"RT @paulfabretti: This. The earnings bump that university diplomas used to generate is much less today, yet is far from enough to offset th…"
724,"They could have not done that, but they did. Heros. https://t.co/wKZ67nsYcq"
725,"RT @CWBChicago: ...The best part is what these teams will be focusing on. Per the CTA press release: 

""these unarmed K-9 teams will be dep…"
726,RT @jalaffler: Undisclosed location @chicagobars https://t.co/6cM771BlIh
727,"Campari takes 15% stake in Howler Head banana bourbon for $15mil.  Howler Head has pulled off a $100 million valuation in a year.  Shows the power of UFC.  
#wsd @HowlerHead  
https://t.co/vDzWllDELK"
728,RT @patg00: @chicagobars Aren't we all https://t.co/WtFWYM7AFj
729,"“The word is out about Miller Lite in Canada.”

https://t.co/Gi7RbEF3oD"
730,The Grafton is closing. https://t.co/tFamwCHfF4
731,Undisclosed location. Drinking a beer. Doing work stuff. https://t.co/YpDO01wnnQ
732,"Oh good, Naperville has entered the Chicago chat. https://t.co/epKcPJUWhl"
733,More piscine taxidermy taverns of Chicago! 👇 https://t.co/OfmSS918x8
734,"RT @ArchiesChicago: Bar again, bar again. Drinkity drink."
735,RT @courtney883: Emails and beers at an undisclosed location. CC: @chicagobars https://t.co/28jgPQ7Zdc
736,RT @brookeleblanc: 👀
737,Final 🐠 dinner is served 😍 https://t.co/RaY7WqNSZN
738,"NEW: Take Flight Spirits is taking a different approach from many new distilleries. Rather than focus on building the brand and competing on shelves, it aims to build customer experience in its pub with plenty of experimentation and an ever-shifting menu. https://t.co/M8559od2f5 https://t.co/mIXkQSGRr7"
739,"RT @alistairmbarr: From here on out, it's always Day 2 at Amazon. Will they have to change the name of that HQ building in Seattle? https:/…"
740,"nobody likes beer anymore
https://t.co/5sVeJHnyXt"
741,@guhlo @CraftBizDaily @SierraNevada https://t.co/EVsSWsJ1D1
742,"RT @eugenekim222: My latest: Amazon is losing its “Day 1” mindset, and a “Day 2” mentality is creeping in, a big challenge for 1st year CEO…"
743,https://t.co/h1ipaCyVX1 https://t.co/GfUVqSE1VX
744,"New #beerjob: Senior Accounting Manager @upslope in Boulder, CO https://t.co/9lPGEgg9dV"
745,Why have the new cta security guards all stay in the front car where it’s usually quiet anyway?
746,RT @DJ_Bean: Dillon and lil P are famously members of @washed_media
747,RT @cristynes: @JohnMcclorey @chicagobars Hellhole as far as the eyes can see 9th and Wabash https://t.co/lEAAKx3Sll
748,"Biden announces long-anticipated plan for student loan forgiveness @lexandrajones 
https://t.co/OgAqCOxSyb"
749,RT @6thFloorBrewing: @chicagobars @ToonsChicago Frank &amp; Mary's https://t.co/3TaHbcHuNX
750,"Stuffed trophy fish taverns of Chicago…
O’Callaghan’s
@ToonsChicago 
Four Trey’s Tavern

What other taverns of piscine taxidermy distinction am I forgetting? https://t.co/QsU2NbNOjj"
751,"Campari acquires stake in Howler Head whiskey
#whiskey #bourbon #distillery
https://t.co/FC1PX3cJPq https://t.co/caZxdjighA"
752,What you got against the former @SamsWines South Loop location? 🤷‍♂️ https://t.co/xIOjIGwpxu
753,"RT @fawfulfan: Reading Biden's student debt reform policy, it is incredibly comprehensive. It includes not just the $10,000/$20,000, but to…"
754,"RT @brendenmoore13: Pritzker, in response to Bailey's recent Chicago comments: ""I refuse to sell farm families out by playing the game of p…"
755,RT @jensabella: Working at The Grafton gave me a living wage for the first time in my life. I was able to pursue journalism because of it.…
756,"FYI CPS parent tweeps reporter @SSKedreporter doing heroic work today live tweeting another long, long @ChiPubSchools Board meeting. Check it out, lot of great info out of meeting she’s tweeted today."
757,"the worst part about trying all these ciders for the book is opening one that's just absolutely amazing, re-shaping what even my preconceived notions of cider are, and having no one at my house to share it with 🥴"
758,Last night in Venice — feeling incredibly grateful for a week with no commitments in six years with the hubby. https://t.co/tPZKi1srpt
759,"RT @SSKedreporter: BIG Q: Will Martinez try to resurrect super under-enrolled high schools like Orr, Manley, Hirsch, Austin CAA and Douglas…"
760,"Hellhole? Nah, it’s a pretty city. https://t.co/gjR8dmahSc"
761,"I’m excited that I might be the last generation to be saddled with unsustainable student loan debt at the expense of being able to afford a home, have children, or start a business. 

Income-based caps are huge. 

https://t.co/aMvRUp63Sa"
762,"Peloton Launches Key Products in U.S. Amazon Stores
https://t.co/NZHe0pontA"
763,"RT @laylaschlack: I don't have student loans and don't think anyone else should either. While we're at it, no one should be in debt paying…"
764,"Hellhole? Nah, it’s a pretty city. https://t.co/Vhx0utjdAA"
765,Sierra’s Strainge Beast unveils a new Mimosa Fermented Cocktails brand. https://t.co/P7kK6JxLfh
766,"At @SierraNevada East Coast meeting in NC. Biggest takeaway: Ken Grossman has placed some big bets on beer in the last ~42 years. His latest is on ALL beyond beer. Look for at their new Can Do Chico plant (~250-500k bbls) soon. M&amp;A,JVs, partners all possible. The future is here."
767,"RT @SSKedreporter: Chi Public Schools CEO Pedro Martinez about under-enrolled high schools: ""I came out sad and kept thinking about the stu…"
768,That's not a flex. That beautiful steel-belted cooler is full of @Leinenkugels beer. https://t.co/9CHnSImW7Z
769,"Well I was kind of thinking a beer sounded good and then this @LakeshoreBev @GooseIsland truck pulled up…so that’s definitely a sign it’s beer time, right? https://t.co/SUK6mvcq43"
770,"RT @dollyslibrary: Celebrate the everyday things that enthrall little ones in ""Little Poems for Tiny Ears,"" a charming collection of baby p…"
771,"I mean if you’re a Chicago billionaire just offer Dolly Parton a check to cover that literacy program for Chicago kids. Everybody loves Dolly Parton, kids, and reading."
772,"SAVE THE DATE! 📆

Analytics Unite will be LIVE in Chicago next May 3-5, 2023. Join us as we head back to the Drake Hotel for three days of learning from the industry's leading analytics experts. 

#analyticsunite2023 #event #networking #analytics #consumergoods #retail https://t.co/BKOMtdHAn8"
773,RT @KelseyReichmann: Confused on how the climate provisions in the Inflation Reduction Act relate to SCOTUS’ recent ruling in West Virginia…
774,"Categories  where consumers are ""trading down"" the most via @AskAttest 

more insights on Food &amp; Beverage in 2022 - 
https://t.co/lbYR9j88lL https://t.co/uUUrbVDi6l"
775,If any Chicago billionaires wanted to fund a Chicago equivalent of @DollyParton’s Imagination Library and it’s free books for young readers program…well that would be a heckuva’ grand thing. https://t.co/MC0o8bcGgQ https://t.co/VKzuvoxwd8
776,"IRI: Most of @NewBelgium Voodoo Ranger Family Up Big; BA-Defined Craft Struggled.

Story by @JessicaInfante: https://t.co/y6ClayvkjS https://t.co/4e3qXNqlsL"
777,"RT @TinaSfon: ""Look, I'm not going to pretend to be a farmer. I'm not. But I do know that agriculture is a business. And before I was a gov…"
778,Every Giants fan watching this: Where are the kayaks waiting for the splash hit? https://t.co/RqEjhMKIov
779,"RT @MilaKoumpilova: District officials shared some academic outcome data showing widening disparities by race.
""Clearly we see that what wo…"
780,"Climate bill is big win for Dems but doesn’t address high court defeat  @KelseyReichmann 
https://t.co/5SMvvfR8ts"
781,"""We used to dabble in all kinds of stuff, make all kinds of styles &amp; there were styles I didn’t think we excelled at. I came to the realization that I’m going to go back to making the styles of beer I absolutely love.” - @NorthParkBeerCo for @SanDiegoMag 
https://t.co/lFZzAnkwEm"
782,"Trial over leaked Kobe Bryant crash site photos goes to the jury @hillelaron 
https://t.co/L9BqUbXx8W"
783,"I know I'm not Gen Z because even the idea of returning something that's clearly the wrong size is too much. ""Oh well, guess I'll just own this thing forever..."""
784,"Drizly: Consumers’ Wallets Will Feel Pressure During Labor Day Weekend; Beer Prices +5% YTD on E-Commerce Platform.

Story by @ZoeLicata: https://t.co/mbSs4HjWNY https://t.co/VeHvZ8lMCW"
785,"Gen Z shopping strategy:
1. Buy stuff
2. Sell it
3. Profit??
https://t.co/EBkOUCSvLj via @contentnow"
786,"Texas judge blocks enforcement of Biden emergency abortion guidance @CNSkirkmcdaniel 
https://t.co/FsOhkEPjzY"
787,"RT @OldIrvingBeer: OKTOBERFEST is here and w/ a fresh new look! 

Our take on the classic Oktoberfest Märzen is brewed w/ German malts for…"
788,"Spotted in today's @Brewbound newsletter. 

Crazy to think that two @GreenFlashBeer facilities will have been auctioned off over the span of 4 years.

@newrealmbrewing currently occupies Green Flash's former east coast brewery in Virginia Beach. https://t.co/w8QdLvLA7e"
789,"Steamers can do lots of things that irons can't — de-wrinkle delicate fabrics, lift stale smells out of clothes, smooth your curtains without taking them down, and refresh upholstery. https://t.co/IO5u8GhFUR"
790,"RT @oconeebrewingco: Any curious cats wondering what was inside this box? 😺📦👀 There’s another teaser in the next tweet! ⬇️

#gabeer https:/…"
791,"My opinion absolutely does not matter, but I paid off my student loans (which were minimal thanks to my parents!) and I would be THRILLED if every single student loan was immediately and completely erased. What kind of dumb idiot would think otherwise (plz don't answer that)"
792,RT @ParikPatelCFA: Have we tried cancelling student debt by simply digging up its old tweets?
793,Dillon and Dave https://t.co/NxMouJ59qq
794,"🧠🔬🥼 Dill Nye The Science Guy, Will ""Excited because he just found his wedding ring"" deFries, and Dave ""Ask Me About My Fantasy Draft"" Ruff are back in the building.

Let's link. Let's build.

Apple Podcasts: https://t.co/NGm4CRR8Dm

Spotify: https://t.co/GwheTrzgKY https://t.co/g8A3SEUXNu"
795,"Up 38% in the last 12 months, Miller Lite is on a roll in Canada. 

https://t.co/5z4uWuTvew"
796,"RT @MichaelWarbur17: “Get the fuck out of my house.”

DAVID BLAINE freaks out HARRISON FORD in his own kitchen.

 https://t.co/rtkntNjhEv"
797,"RT @RobFromInternet: My fellow sentient beings, I am still looking to fill guest slots for my show, Rob (from the Internet) talks about bee…"
798,"California fines Sephora $1.2 million for selling consumer data @MariaDinzeo 
https://t.co/YKzfekeWFC"
799,"PR: Hopsteiner Licenses CLS Farms to Grow and Market Four of its Proprietary Varieties.

Link: https://t.co/WVrcthgUST https://t.co/fBHOe3DaQy"
800,"First ever @ProjectRock IRON PARADISE EXPERIENCE @UFC-X in Vegas 🔥👊🏾

As the OFFICIAL TRAINING SHOE of UFC, #ProjectRock is proud to engineer innovative &amp; bad ass training gear for the FIGHTERS / their TEAMS 💪🏾

The warriors who WALK THE WALK.

BIG announcement next week!
🚨👟 https://t.co/x9veQQGNXg"
801,"RT @cta: @chicagobars Thanks for reporting. We've passed this on to our team. 

For matters needing action, see staff or call 911. You can…"
802,"The Future of Buy Online, Pickup In-Store: Location-Powered Experiences 
https://t.co/MQrUQDx4bQ"
803,https://t.co/31UabRf1tv
804,"@guhlo As far as I'm aware - it's kinda like what's ""craft,"" craft, or Craft. It's all ""craft beer"" to market research companies. I don't think I've ever heard/seen Nielsen or IRI parse imports out to the degree of physical brewing location to shift it to ""Domestic-European Lager"""
805,"This adds another layer to @kbernot's work for @goodbeerhunting that showed Busch Light was responsible for its own success, not shoppers desparate for cheap beer:
https://t.co/ivm8wF5BUq"
